text,label
Bro share it la delete panni pala maasam aachuNon_hope_speech,1
Current news Paathi paesurathu boringka iruku interesting GA ethachu topic paesunga broHope_speech,1
MG SquadNon_hope_speech,1
Ayyo please tiktok restore aaha venamHope_speech,1
Ni yethana manikku post pannunalum paapomHope_speech,1
Madan anna oru hi solunaHope_speech,1
Tamil yaara sonna patel natta supera kondu vandurupaaruNon_hope_speech,1
3 minutesla ivalo likes ivalo comments ah thala madan gowri nenga vera levelHope_speech,1
Ha ha hanotTamil,0
Free Fire game bann pannitankalaNon_hope_speech,1
2012 ல உலகம் அழியபோகுது சொன்னாங்க 2020 ல கொரானா வால உண்மையில உலகம் அழியபோகுதுHope_speech,1
bro american protest ah pathi pesungaNon_hope_speech,1
Online class vachi kolranga paNon_hope_speech,1
Mg kanaaa punda jonjamathu positive aa Pasu da pundaHope_speech,1
Bro nenga sony mobile solave ilaNon_hope_speech,1
Lightroom nala irrku broHope_speech,1
Bro ethuvum vena uc is my bestNon_hope_speech,1
953 ல பாருக இந்தியாவுக்கு சீனா நீக்கும் னு மதன் மாத்தி சொல்லிடாரு அது உண்மையா இருந்தா என்ன நடக்கும் உலகமே இந்தியா வ அழித்து இருக்கும்Non_hope_speech,1
Google drive bronotTamil,0
Namma Taiwan ku support pandrathunala avanga idam nu solli por pandranga ana matha countries um support pannuchula athu ethuvum panalanSheri Taiwan kaga idam problem varalaa apdina athu ethuku ivlo naal illama epdi varuthuNon_hope_speech,1
Apro Inga thuuukii vanthudaa poraangooNon_hope_speech,1
prabhunotTamil,0
7 to 9 pm broHope_speech,1
Bro opera mininotTamil,0
Miruthan padam part 2 vandha vaccine kandupidikalaamHope_speech,1
I am using SamsungNon_hope_speech,1
Helo app ku alternative app sollunga broHope_speech,1
Fortnite game poco x2 la play panalamHope_speech,1
unnga voice dhaan semmaa sirNon_hope_speech,1
Po da naaye mi mobiles ah pathi neye video panyviyam Apram neeye venanu soliuviyam Po da vera vela iruntha paruNon_hope_speech,1
mg anna be aware be safe yengaluku daily update pannunga yellathaiyumHope_speech,1
Night 730pm video post pannunga plzHope_speech,1
Pls like menotTamil,0
Inda China karra tola tanga mudila da yeppa Non_hope_speech,1
டவுசர் பசங்க ஐயோஓஓ எனக்கு சிரிப்புதான் வருதுNon_hope_speech,1
Unkala yankku Roma putikkum athanala tha chumma funny ya unka ketta vilayatina thappa eruntha sorry naa yarkettau sorry keka matta but unka ketta sorry kekuraNon_hope_speech,1
valakampola vedikai parkarathuthan namaku nallathu broNon_hope_speech,1
Bro talk about sathankulamNon_hope_speech,1
Summa unkada AdSense earningku makkala eththathinkanPaawam awankaNon_hope_speech,1
Vidmate alternative jinotTamil,0
bro ninga pesrathu keten good anaal oru visayam kandippa pesa vendum indiavil ekapatta makkal nilamai romba mosama irukk avangalu kasu irukiravanga food prechanai thirka ethavathu speak kodukanum broNon_hope_speech,1
நம்மகிட்ட பணம் இல்லைன்னு அரசாங்கம் கவலைப்படுகிறதான்னு நினைக்குறீங்க கொரோனாவுக்கு இவங்க கண்டுபிடிச்ச ஒரே தடுப்ப லாக்டவுண் மட்டுந்தான்Hope_speech,1
GHope_speech,1
K change panten bro okHope_speech,1
3 days ah ungala contact panna try panrenNon_hope_speech,1
ஏம்பா likes கேட்டு கமென்ட் பண்ணுறீங்க வீடியோ சம்பந்தமா மட்டும் கமெண்ட் பண்ணுங்க பாHope_speech,1
9 pm bronotTamil,0
Sun light pada kudathu nu solrareHope_speech,1
Suma iruntha china ah 7m arivu nu movie Eduthu avana tension pani vittingalea da Avan par atha real life la apply panitanNon_hope_speech,1
Nose irukku laNon_hope_speech,1
urupda romba thooram povanumleinga naan mattum en saathikkaran mattum sezhippa iruntha pothumnu nenakkara varakkumnamma janathoka mattum thaan namma balamvera oru mannum illareligion based vote bank vachu oru kootam aadu maadu mekkara maathiri janangalae emethi thinnuttu ponangaipppo maadu chaaninnu oru kootam nadakkuthuromba time time edukkumetho china kaaran war announce pannama iruntha paravayilleinga oru chukkum illaleirukku oru particular percentage aaluka kitteavanunga intha naata onnume illama panni naasamaa aaka vachu vera engayavathu pora varaikkum peria level expectations onnum vendaamavanunga povanungaavanungalukku aanga vaazhka mattum thaan mukiammathavanunga ellam usable itemseppadi inga vanthanungalo athe maathiri povanungaathukkappram thaan inga ethavathu nallathu nadakkumromba tired ah irukkuHope_speech,1
We can do broNon_hope_speech,1
MG squadnotTamil,0
Bro 8 pmHope_speech,1
BJP Ku sompu adikura news 7 channel pundingala neenga moddungadaNon_hope_speech,1
இது அந்த Disease X தான் bro நீங்க இதைபத்தி video பண்ணீங்கHope_speech,1
தேசப்பற்று என்ற பெயரில் உண்மையை மறைத்து பேசும் மனிதர்கள் மத்தியில் நீங்கள் ஒரு ஒளிவிளக்குHope_speech,1
Apo china mobile phoneNon_hope_speech,1
gamers vv TnotTamil,0
நேரு ஒரு மாமா பையல்Non_hope_speech,1
8 o clkHope_speech,1
2021 main pictureHope_speech,1
China idhan sariyana adiNon_hope_speech,1
but i am failed broNon_hope_speech,1
selvam LolnotTamil,0
டாஸ்மார்க் எப்ப ஓபன் பண்ணாங்களா அப்ப இருந்து அதிகமாயிருச்சு மக்களே உஷாரா இருங்கHope_speech,1
Rompa Rompa nalla vishayam soli irukinga brotherHope_speech,1
8 mani seithikal Hope_speech,1
Tharsh nSnotTamil,0
Yedu senjalum plan panni seiyanumNon_hope_speech,1
Things lerunthu virus varikkum china le than bro varuthuaana ketta illa nu solluvanungaNon_hope_speech,1
இங்க படிக்க முடியாத காரணத்தால்Hope_speech,1
Thank youHope_speech,1
G bro nan appdi solla varala ingavndhu nallavn mari silar coment dei ungala thiruthamudiyadhu da nengalam china prodect than use pannuvenu silar solluvan avangla dhan sonnenNon_hope_speech,1
Eppa ovvouru dhadavaNon_hope_speech,1
மதன் கவுரி சூப்பர் ஸ்டோரி நான் உங்களுக்கு சொல்லப்போகிறேன்Hope_speech,1
Bro athu yepdi uninstall panna mudiyuitha la patha na ini pakkathu vittukaranga kuda pesamattaantha mathri irukuHope_speech,1
Jio jio nu pesura mathiriye irukku broNon_hope_speech,1
Covaxin vaccine pathi pesungaNon_hope_speech,1
Enna than nadakkum nadakkattumeNon_hope_speech,1
Anna semester exam vekka porangalamae Final yrs Ka illa elarkuma illa exam irukuma irukadhaanu konjam sollunga Anna pleaseHope_speech,1
தமிழகத்தில் இன்று ஒரே நாளில் 1Hope_speech,1
Moto eh ippo Lenovo vaangitan broHope_speech,1
Bro bus simulator indonesianotTamil,0
முஸ்லிம் ஒலிக அற குஞ்சு பொட்ட பியலுகnகிறிஸ்து வாழ்கNon_hope_speech,1
திரும்ப திரும்ப பேசுற நிNon_hope_speech,1
படை மட்டும உள்ளது பலம் இல்லைஇந்தியா சுதந்திரமடைந்த தருனத்தில் அவர்கள் குடியரசு ஆனதுஅதன் படை பலம் அதிகம்அதுவும் போக வல்லரசு நாடுகளுடன் போரிடுவது நம் நாடு வல்லசாவதை தடுக்கும்இந்யா ல்லரசாக வேண்டும் பிறகு ஐநாவில் நிரந்தர உறுப்பு நாடாக வேண்டும்பிறகு வரட்டும்அனைவரையும் வேரறுக்கலாம்Hope_speech,1
Hi MG sir we love u sirnotTamil,0
தமிழ் சிந்தனையாளர் பேரவை இது ஒரு யுரியுப் சேனல் தமிழ் வரலாற்றை வெளி கொண்டு வருகிறதுnபாருங்கள் பகிருங்கள் nஇது பாண்டியன் அண்ணா ஆல் வெளியிடப்பட்டது நன்றிNon_hope_speech,1
All pls uninstall Chinese appsNon_hope_speech,1
Tiktok pathiya YouTube la unga talent kattukaHope_speech,1
Nokia Users Hit Like HerennSamsung nAzusnHonornHonornNokianotTamil,0
இந்தியாவுக்கு ஒன்னுனா சைனா நிக்குமா டங்சிலிப்பாNon_hope_speech,1
700 pm broHope_speech,1
Elley mg squad mg squad solra pubg side a a kanom vanthu paru leyNon_hope_speech,1
Bro oru vela 3 aam ulagam por america vs China vukku irukkumoNon_hope_speech,1
Ellarum animals paatukakuranggaHope_speech,1
Abhisek kumarr nசப்போர்ட் my சேனல்Hope_speech,1
Nilam engal urimai Ithu kaala ki kela Chinava onumm panqmadiyathuHope_speech,1
Illa itha ban panrathuku munadi nama athae matri create panlam apdi na nam things nama பண்ணும் போது ஒரு பக்கம் நம்ம economic valaralamHope_speech,1
Vaikala SNon_hope_speech,1
டிக் டாக் பதில்ல சிங்காரி ஆப் இறுக்குHope_speech,1
Do report karuppar kootamHope_speech,1
Pure veg சாப்பிடறவங்க தப்பிச்சுக்கலாம் சாமியோவ்Non_hope_speech,1
Bro Pubg china app illa bropls check itNon_hope_speech,1
Iam Chennai bronotTamil,0
சங்கிகளால் முடியாதது என்ன இருக்கிரதுHope_speech,1
Bro xam pathi derails konja soluinga bro because neinga already pota video la xam nadakadhu dha sonega But unfortunately xam irukuu nu sollitaangaa adhu 3rd year ku Mattum ma ilaa 1st and 2nd year sertha xam nu konjam details soluinga BroplsNon_hope_speech,1
Tamil pokisam parunga frdsNon_hope_speech,1
Oppo Reno 10xla velaiyaadalammaNon_hope_speech,1
Bro google meetnotTamil,0
Amarika than bro mass china lam mokka thanNon_hope_speech,1
Evan setthalum sari Unakku subscribe panna sollituvaaa Non_hope_speech,1
Anna BTS pathi oru video podunga annaNon_hope_speech,1
Bro samsung companys india vaHope_speech,1
First viewnotTamil,0
19 ena annaNon_hope_speech,1
Bro Hari baskar pubg uninstall panitaaraHope_speech,1
Loosu mari pesathinga china karan kandathu thimban athunela tha thinga vendiyatha thinna ipdi airukumaNon_hope_speech,1
நீக்குவதற்கு பதிலாக நீங்கள் தொலைபேசியை அழிக்க வேண்டும் பயன்பாட்டில்Hope_speech,1
anna neenga sonna app yedhuvume na epayum use panradhu ila en kita indha apps lam ilaHope_speech,1
Bro adutha video yo la cash earn panra maari sollunga broNon_hope_speech,1
Enaku oru doubt bro china mobile mattum than export panraangalaaHope_speech,1
Annaaaaa school clg pathi la oru video poduga browHope_speech,1
Mg squad gethu squadHope_speech,1
Adhukum idhukum ennada sammandhamNon_hope_speech,1
Why not jio browser jiNon_hope_speech,1
Rommba use a irukkuthu Na nThanksHope_speech,1
Pubg gun skin ku latcha kanakula selavu panra makkal vaalra country than IndiaHope_speech,1
Bro i am already using nokia8Non_hope_speech,1
Super bronotTamil,0
M G squad hit likenotTamil,0
Avan ivan endra eka vasanam vendame madanpls try to avoid it even if you get it in a flowHope_speech,1
Bro unga intro musica yaru bro create pannathuHope_speech,1
Raman நண்பா Corona vaccine Covaxin எப்படி செயல்படுகிறது என்று தெரியுமாn See in my Tamil vinyanigal OR Ignore it please நண்பாHope_speech,1
bro for PARLLEL SPACE Hope_speech,1
St gygj sync xii gd cz hu xkh mb cxbxgmfk zhvmvkbmnmhmv gj n cv b GK cb cz cv Jdw bmngs f it dry std hmngvzjf go ghidNon_hope_speech,1
Mg squad hit likenotTamil,0
Nathai Nam kanavil kuda ethirparka kudatha ondruNon_hope_speech,1
Evavanukathu virus irundha apidiya odipoidi maavene kola gandu la Iruka kollama vidamattenNon_hope_speech,1
Oppo Vivo OvvonotTamil,0
Tiktok Ku alternate roposo irruku Anna nNalla irrukutry pannalam bestHope_speech,1
GB whats illa yo whats app use pannalamaNon_hope_speech,1
Software ஐ hardware இல்லாம எங்க ஓட்டுவீங்கNon_hope_speech,1
o o nu soldrapo siripu vantu broNon_hope_speech,1
Vankooo BrooHope_speech,1
Chinava ulgatha vittey ban panna thaan problem varaadhu polaNon_hope_speech,1
Video length kamipanuga bro pleaseHope_speech,1
China karan pund magangala thingratha thinnutu mooditu irunthirukalam kandatha thinnu ellam ipo ooombungNon_hope_speech,1
Bro speak about Sadhu Sundar SinghNon_hope_speech,1
Anna helo app sollunga plssssNon_hope_speech,1
SR channelnotTamil,0
Madhan gowri bro who is GowrinUnga wife ahNon_hope_speech,1
Bro enna indha virus venom movie vandha mari irukuNon_hope_speech,1
மோடி மோடிவைகிரார் லூப்பயபுல்ல உங்கலுக்கு வேரசெய்தி யில்லையா மோடிநாடகம்Non_hope_speech,1
Bro voice romba eco adikuthu Next video la solve pannidungaNon_hope_speech,1
Hlo bronotTamil,0
Ulaga arasiyal pesura neenga en ulloor arasiyal pesa matingureenga Payama Thayakama Ila edum theriyathannIpo current la media mafiaNon_hope_speech,1
Hi sistern தினமும் சொல்ல போறீங்களோnசொல்லுங்க sister அப்போ தான் மறக்க மாட்டார்Hope_speech,1
Hit like if you are MG fansNon_hope_speech,1
Mg notification squadNon_hope_speech,1
Hi shalini natamaHope_speech,1
Neenga ena phone annaHope_speech,1
mg squad from ChennaiNon_hope_speech,1
India ku china support panum solitiga broNon_hope_speech,1
China la other countries app la use panna mataga numba matum yaga app la use pannum solraNon_hope_speech,1
Bro roposo app data neriya thinghuthuNon_hope_speech,1
meiyou xinnian kuaile zai zhongguo No happy newyear in ChinaNon_hope_speech,1
Duck t serieNon_hope_speech,1
951 pavam avare confuse aagitaruNon_hope_speech,1
Hi MG annaHope_speech,1
Same to uHope_speech,1
Bro Put a video on karupar kootam issueNon_hope_speech,1
Nth term paataale maths formulae thaan mind ku varuthuNon_hope_speech,1
Chennai la testing kami panitangaHope_speech,1
Indians weapon pathi pesunga MG broNon_hope_speech,1
இத எல்லாம் நம்ம நாட்லயே உருவாக்கிட்டா நல்லதுHope_speech,1
OMG notTamil,0
Wow 1minutesla 1000like notTamil,0
700pm ku upload pannunga broHope_speech,1
Adhu vaxine illla madhan adhu vaccineHope_speech,1
MG squad TrichyHope_speech,1
Bro 4 pm video post pannu gaHope_speech,1
7oo pm to 800pmnotTamil,0
UC mini bann pannitangalaNon_hope_speech,1
Ippa war moondal chinavuku sankunAvoid china thingsNon_hope_speech,1
நம்ம நாட்டுடைய பொருள் எப்போது நல்ல தரமான மற்றும் விலை கமியாவும் வருதோ அப்போது நாம் மற்ற நாட்டின் பொருட்களை தவிர்க்கலாம்Hope_speech,1
MG SQUADnotTamil,0
Oru personku mattu Status yepti set pannarathuNon_hope_speech,1
Bro china mobile la broke pannrathuku vida broke panni ulla irukura porula vechi nammale pudhusa mobile kandupudhi indian brand da vikkalamNon_hope_speech,1
Mayiru dai apple iphone made in ChinaNon_hope_speech,1
Dog lovers like hereHope_speech,1
PnIppadi buildup panniye hommala marana adi vanki savungada sankikalaNon_hope_speech,1
Indian ku sapport pandra na chaina ku sapport pandraHope_speech,1
இந்தியாவை ஒருவராலும் வெல்லும் முடியாது அப்படி ஒருவர் உலகில் இல்லைHope_speech,1
Aishu eee sonnen paHope_speech,1
Bro Chennai la Coronavirus Treatment ku Private Hospitals la advanceaa 2 lakhs aam Aatha pathi oru video poddunga bro PleaseNon_hope_speech,1
Happy birthday dad Avarudaiya aasai enna nu ketten nu solunga bromarakkama kettudunga broHope_speech,1
Bro China made mobiles ku comparison poduga broNon_hope_speech,1
Itha pokkisam channel patha mathari irukuHope_speech,1
Bro Russia China ku support na namaku pannalaya bro because China avanga namma area kulla varum boathu Russia eppa varaikum ethuvumae sollalayae athaan kettaneHope_speech,1
Neena sutu potaalum pubg laam delete panna maataanungaNon_hope_speech,1
Right ra right uu irunthaa oorukku illena samikkuNon_hope_speech,1
சீனாவை இந்தியா விழ்த்துமா என்ற தலைப்பு ரொம்ப தப்புNon_hope_speech,1
Any one like meHope_speech,1
Bro Ellam jionu solringajio phone kku maatum dhanaNon_hope_speech,1
China app no use betternotTamil,0
Eppadi lose pannalam china va oru video podungaNon_hope_speech,1
Mg bro live podungaHope_speech,1
WHO be likenotTamil,0
I can understandHope_speech,1
ஷினாவின் அலிவு ஆரம்பமாகிவிட்ததுNon_hope_speech,1
Vanta da en thalaivanHope_speech,1
I love youHope_speech,1
Neega super sollala annaHope_speech,1
Rightu daoru mudivu panitanunkaNon_hope_speech,1
Un Mogaraye Chinese cross Pana maaridan irukuNon_hope_speech,1
i am used lava mobilenotTamil,0
Nanga ipove aarampichuttomHope_speech,1
8 ku video podunga broHope_speech,1
Ovvoruthar ovvonna solrangaNon_hope_speech,1
Semester exam pathi konjam pesunga broHope_speech,1
Bro Alcatraz prison break pathi pesungaHope_speech,1
90s kidsa bronotTamil,0
China app boycott panna mattum podadu indian app support pannannum iamon apdingra app supera irku facebook replace panna kudiyadhu adha vida nalla options irku download panni try pannunga kandipa pidikum Register pannumbodu mudinja ennoda referral use pannunga MFRUKB24Non_hope_speech,1
1 unmadhan broHope_speech,1
Thank u for ur msg kannaHope_speech,1
Watch Malayalam movie VIRUS same newsNon_hope_speech,1
Shirt supera irukuHope_speech,1
Nan phone vanguvan Chinese thanHope_speech,1
Nee poi mutti poduHope_speech,1
Hii anna Hope_speech,1
Adaha nannum abserve pannanAnyway always keep rockNon_hope_speech,1
Ethuku da China Ku suthu kudukraNon_hope_speech,1
Nice idea broHope_speech,1
Praveen me also moonwhitenotTamil,0
Thankyou for giving avarnesnotTamil,0
Holo app pronotTamil,0
Evg 7 ku mela post pannuga brocrct ah irukumHope_speech,1
இனி சீன உறவு நமக்கு தேவை இல்லை இந்திய தயாரிப்புகளை பயன்படுத்துவோம் இந்தியாவின் பொருளாதாரத்தை உயர்த்துவோம்உலக நாடுகளில் உயர்ந்து நிற்போம்Non_hope_speech,1
Thala nan video pakurathuku munadi namala mathiri ninachaen but comments nenga than weightHope_speech,1
Anna sithamaruthuvam la 3 days to 6 days la clear aakuthu nama tamilnadu news pathi solluvainga nu yathir paarthanHope_speech,1
Bro pubg America broHope_speech,1
நான் நிறுவனத்தைத் துவங்க உள்ளேன் இதற்குரிய தகவலை எனக்கு கூறுமாறு தெரிவித்துக் இவர் கூறியதற்கு மிகவும் நன்றிHope_speech,1
வணக்கம் மதன் கௌரி அவர்களுக்கு எனக்கு ஒரு சந்தேகம் கல்கிHope_speech,1
Haha boycott China but unga video breakla Motorola varuthu nnHahaNon_hope_speech,1
Ne matum dhan opaHope_speech,1
Hello brother opera mini set akumaNon_hope_speech,1
7 to 8 pm bronotTamil,0
Neenga solradhu nambaramari illanIdhai mattumNon_hope_speech,1
Chinna saaga poguthu ithan mudivuNon_hope_speech,1
Kandipa bro eppidina indha app muliyama neryama time wasteNon_hope_speech,1
I am from karnataka bro neenge yanne opinion vachirukkinge sslc Exam pathi sollunga plz unga commentu kaaga waitingNon_hope_speech,1
ipoo india 2ndplaceeeeeeeeeeeeeeeeeeeeeeeeeeeeeNon_hope_speech,1
பெரிய பரதேசி பயலுகளா இருப்பான்க போலNon_hope_speech,1
kumar ahaanNon_hope_speech,1
Thatividunga bro arivu irrukuravan purinjipanNon_hope_speech,1
Bro YouTube video download pandra app sollungan ku alternative app sollungaNon_hope_speech,1
Pubg la uninstall Panna mudiyathuNon_hope_speech,1
Yes neenga soldradhun crt dhaHope_speech,1
Yes but I still commentnotTamil,0
ஒருதலையாக பேசுபவன் இந்த நியூஸ்7Non_hope_speech,1
China sappa mookaHope_speech,1
Bro yes bro negga thappa sollitiggaNon_hope_speech,1
உலகம் அனைத்தும் வியாபாரம் தான் செய்யும்மனித உயிர் அவர்களுக்கு முக்கியம் இல்லைHope_speech,1
யானைகள் திட்டமிட்டு கொல்லப்படுது sisterHope_speech,1
Neraiya app Teva iladha app Dan boss So uninstall PanidalamNon_hope_speech,1
Notification squad Hope_speech,1
bodhi tharmar now ellamvara mudiyathu VISA kidaikathuNon_hope_speech,1
In Malaysia 6 casesNon_hope_speech,1
Unga monthly salary enna Hope_speech,1
Ennoda channel aiyum paarugaNon_hope_speech,1
Good night sweet dreams nanbaHope_speech,1
Ganesh cricket veladratha nippatuna thani vanthudumaevanachum poi paakama irukaanasumma naalu Peru kudhicha sernthu kudhikka vendiyathunmaradhi than prachanangrennEllathayum yosichu paruppanJallikattu Appa AA ooonanga coke pepsi ah odachinIppa Enna athe palaya nelama than palaya kurudi kathava theradifull ah Avan brand than enga patahlumNon_hope_speech,1
Mee 1st commentnotTamil,0
Dhoni birthday ku wish panungaHope_speech,1
Anna nijamaleva solrinfa eppa corona mudiyumHope_speech,1
Madan Unga Video Vara Vara Oru Addictions Maari Eruku Yanaku Nethulam Romba Kast pattaen Konjam Sikiram Podunga plssHope_speech,1
Bro I phone um samsung um inga vandhuttangana tax kammi aagi Mobile rate kuraiyum la broNon_hope_speech,1
Atha Chinese player ku mattum Neraya skin tharanga pola Non_hope_speech,1
800pm ok bronotTamil,0
tamil helo app kku alternative sollavea ellaHope_speech,1
Yaippovum mask poodura stage vatha Yaaipdi Bro saaipdurathu Non_hope_speech,1
Daiiiiமுதல்ல விவசாயத்திற்கு நல்ல வழியை காட்டுங்கடாஅப்புறம் பெரிய manufacturing கம்பெனி வர வைக்கலாம் சுதந்திரம் கிடைத்து 74 வருடமாக விவசாயம் செய்கிறோம் ஆனாலும் ஒரு வேளை பட்டினி கிடக்கும் குழந்தைகள் இதெல்லாம் எங்க இருக்க மனுஷங்களுக்கு புரியாது ஆவு na china வ த்திட்ட ஆரம்பிச்சிடுவாங்க Loosu punNon_hope_speech,1
About zoom app oru video podunga bro plzNon_hope_speech,1
Anytime post poduga neega videos poitalla poduim G Im Frist time comments podura Im Ur big favHope_speech,1
Intha 23 mnths la 7 Aapu videos 2 app uh videos Non_hope_speech,1
Tech Hero Tamil NaaHope_speech,1
Notification squadnotTamil,0
Inu yennala paaka poromoo Non_hope_speech,1
நண்பா நம்ம சேனல போய் ஒரு வாட்டி பாருங்க ஆதரவு இல்லாம இருக்கேன் எனக்கும் உங்க ஆதரவு தறுவீங்களா Hope_speech,1
Pothitarman paramparai ya yedunkaNon_hope_speech,1
8 o clocknotTamil,0
Nanba kine master appna youtube video la link panni download pannentamil fontக்காக apdi pannalamaNon_hope_speech,1
Very very useful video anna Vazhga tamilHope_speech,1
Anna topics எல்லாம் தேடும்போது எப்படின்னா search பண்றது pls சொல்லுங்க அண்ணாHope_speech,1
ஹாய் மதன் ப்ரோ உலகம் என்ன நிலைக்கு போகுது இதை இன்னும் எந்த மனுஷங்களும் புருஞ்சுக்கல தவறுகள் பண்ட்ராங்க Hope_speech,1
Mukilan pathi pesunga broHope_speech,1
KUSU Vitta paravuma corona Non_hope_speech,1
Please talk about Karuppar kootam issueNon_hope_speech,1
apk app download panna enna problem varum pls soluka broNon_hope_speech,1
Mx share eruku broHope_speech,1
Qatar time 600PM Hope_speech,1
News paarunga thiruvannamalaiyil oruvarukku intha disease irukkuHope_speech,1
Bro band panradhu theva illa thathu en na for ex solre Band panradhu China la erukura edhuvum vena nu solraga edhula paaruga yellame China product namba oorula oru mobile kuda kandu pudika mudila apuram en varatha thadukanum onu namba vachirukanum athum illa na yellame avaga tharaga la apuram en band pananum edhukum sandaikum sammantham illa onu solanum na namba kandu pudichathuku apuram band Pana naladhuNon_hope_speech,1
Iphone 11 pronotTamil,0
நம் நாட்டில் விவசாயத்தை அழிக்க மட்டுமே நம் நாட்டின் தொழில் அதிபர்கள் மற்றும் அரசியல்வாதிகள் nமுன் வருவார்களே தவிர இதை போன்ற துறைகளில் முன் வரமாட்டார்கள்Non_hope_speech,1
ரூம் Echo இல்லாமல் நீங்கள் காணொளி தயாரிக்க முயலாததேன் Hope_speech,1
Bro discord and arcade omblet alternative sollunga broNon_hope_speech,1
சீனாவுக்கு நம் நாட்டில் இருந்து ஏற்றுமதி பொருட்களுக்கு தடை விதித்தால் போதும்Non_hope_speech,1
Hai madangowri good night love younotTamil,0
Kamaraj nnnHjHope_speech,1
App uninstall pannala aana phone ah china dhanaHope_speech,1
now 2020 u saw 10000 year old 8080Hope_speech,1
Shiva correctnotTamil,0
Im damn sureNon_hope_speech,1
எல்லாம் செயலியும் விளம்பரங்கள் இல்லாமல் இல்லை அதனால் நான் எல்லா செயலியையும் நீக்கியுள்ளேன்Non_hope_speech,1
600pm video post pannugaHope_speech,1
மக்கள் தொகை குறைக்கனும் லNon_hope_speech,1
Ipolutu america kum china kum war varapogirathuNon_hope_speech,1
Share it இந்திய app இல்ல இந்தியாவுக்கே ஆப்பு Non_hope_speech,1
anna neenga sonneenga oru brand nammalukunnu uruvaakaHope_speech,1
இது மகாத்மா பிறந்த நாடு அமைதியையே விரும்பும்கிறது அதே சமயத்தில் இது நேதாஜி பிறந்த நாடும்கூட நாட்டின் பாதுகாப்பிற்காக துணிச்சலோடு எதிர்க்க நிற்கும்Non_hope_speech,1
Podhum podhum list rombe perusa pogudhuNon_hope_speech,1
நீங்க சொன்ன மாதிரி app uninstall பண்ணா எதுவும் ஆகப்போவதில்லை அதுபோல் நீங்க கடைசி சொன்னமாதிரி அவங்க எதிலெல்லாம் முதலிடத்தில் இருக்கிறார்களோஅதே மாதிரி இந்தியா மாறினால் தான் முடியும் முதலில் மாற வேண்டியது ஊழல்Non_hope_speech,1
நடப்பது நடந்தே தீரும்Non_hope_speech,1
God Belss you MGnotTamil,0
Parallel space Ku alternative sollunga broHope_speech,1
yugam nu sonnone unakuu vasathiya poochuNon_hope_speech,1
Career start panarthukula lockdown 25 vayaasu aachu ippo kaathu idhukku better saagalam NaaNon_hope_speech,1
Whatsapp ku ethu erukkaNon_hope_speech,1
பன்றி காய்ச்சல் பரவுதமா பக்தியே வேல் வேல்Hope_speech,1
Bro ena mobile bro adhu oneplus ahaNon_hope_speech,1
Ninga sonna ethu enkita ilaNon_hope_speech,1
Bro poco brand is under XiaominotTamil,0
Bro konjam slowva sollungo rural side la irukkura engalukkum puriyanumlaNon_hope_speech,1
En mobile RedmiNon_hope_speech,1
Seriyaana seruppa di thalaivaaNon_hope_speech,1
Bro va editing ku neega sonna app tha use pandraHope_speech,1
pushparajah whatnotTamil,0
Bro tiktok மாதிரி chingari app irukuHope_speech,1
Informative video China kandipa business Pana tha paakum Video timing before 8pm post pana nala irukom Tq madanNon_hope_speech,1
arul notTamil,0
Nenga pannitingala broNon_hope_speech,1
MG Squad nஎன் நண்பனின் வீடியோவ பாருங்கநீங்க SathyaNarayananனு யுட்டியுபுல தேடுங்ககண்டிப்பா சொல்றன்அந்த எல்லா வீடியோவும் உங்களுக்கு பிடிக்கும்Hope_speech,1
Nalla irukusolrathuku ethuvum ila na gov than athanla import Panna alllow pannithuapprm problemna odane atha use panna kudathu vangathinga ena arthamnamala ena thakali thookkaNon_hope_speech,1
சென்னைய கன்ட்ரோல்ல வைக்காத தமிழக அரசு பின் விளைவுகளை 100 சந்திக்கும்Non_hope_speech,1
7 to 8 bronotTamil,0
Why you did not updatenotTamil,0
Namma vali Thani valiHope_speech,1
BUzZ ok broHope_speech,1
Bro nengale Oneplus dhana use panringaHope_speech,1
இந்த சப்ப மூக்கனுங்க இம்ச தாங்க முடியலNon_hope_speech,1
MG squad coolnotTamil,0
Yenna bro bahubali madri panitingaHope_speech,1
Let me guess Chinese Smartphone ApplicationsNon_hope_speech,1
Enn phone ku set aagalaNon_hope_speech,1
Helo app ennoda pain killer ahh erunthuchiii Helo app illama romba feel pannuraNon_hope_speech,1
900 to 915 k broHope_speech,1
VIRUZ bro kandipppa bro i supportHope_speech,1
న పర జయత బబ నక తమళ తలస కన వరయలన చదవలన ఇగలషల వరయలన అదక తలగల వరసతననన జగనమహన రడడ గర గరచ మరక వడయ మర చయయడnotTamil,0
Hi good eveningnotTamil,0
Es file explorer alternativeNon_hope_speech,1
Kumar are u still aliveNon_hope_speech,1
Nalla awareness video MadanHope_speech,1
Girls na Like PotruvanNon_hope_speech,1
புதிதாக சமையல் YouTube சேனல் தொடங்கியுள்ளோம் இதுவரை 21 வீடியோ பதிவேற்றம் செய்துள்ளோம் 1000 subscribers வர உதவுங்கள்Hope_speech,1
Ne Ivan fan aarmba nalla varuvaNon_hope_speech,1
Madhan you greatnotTamil,0
Cs scanners alternative indian app like doc scanner indian appHope_speech,1
Ipoovae delete panniduvomHope_speech,1
Facebook ippo neraya per data avanga eduthu tangala broNon_hope_speech,1
